trimmed/SRR8074930_1.fastq.gz	-	B16Bs
trimmed/SRR8074931_1.fastq.gz	-	B16As
trimmed/SRR8074932_1.fastq.gz	-	M24As
trimmed/SRR8074933_1.fastq.gz	-	M16As
trimmed/SRR8074934_1.fastq.gz	-	M12As
trimmed/SRR8074935_1.fastq.gz	-	I24Ds
trimmed/SRR8074936_1.fastq.gz	-	I24Bs
trimmed/SRR8074937_1.fastq.gz	-	I16Cs
trimmed/SRR8074938_1.fastq.gz	-	I16Bs
trimmed/SRR8074939_1.fastq.gz	-	I16As
trimmed/SRR8074941_1.fastq.gz	-	I12As
trimmed/SRR8074948_1.fastq.gz	-	I12Bs
trimmed/SRR8074949_1.fastq.gz	-	I12Cs
trimmed/SRR19161648_1.fastq.gz	-	Dcl1/Dcl2-1-30s
trimmed/SRR19161649_1.fastq.gz	-	Dcl1/Dcl2-1-29s
trimmed/SRR19161650_1.fastq.gz	-	Dcl1/Dcl2-1-26s
trimmed/SRR19161651_1.fastq.gz	-	Ku70-3s
trimmed/SRR19161652_1.fastq.gz	-	Ku70-2s
trimmed/SRR19161653_1.fastq.gz	-	Ku70-1s
trimmed/SRR19164836_1.fastq.gz	-	M16Bs
trimmed/SRR19164837_1.fastq.gz	-	M12Bs
trimmed/SRR23048732_1.fastq.gz	-	M24Ds
trimmed/Control-1_1.fastq.gz	-	Control1_AGO1IP
trimmed/Control-2_1.fastq.gz	-	Control2_AGO1IP
trimmed/Control-3_1.fastq.gz	-	Control3_AGO1IP
trimmed/Treatment-1_1.fastq.gz	-	Treatment1_AGO1IP
trimmed/Treatment-2_1.fastq.gz	-	Treatment2_AGO1IP
trimmed/Treatment-3_1.fastq.gz	-	Treatment3_AGO1IP
